,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
2226,9033.0,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
2614,9459.0,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
2630,9483.0,Pédagogique,pédagogie générale,mikeno nc,publique,mikeno nc,mikeno nc,pedagogie
2779,9674.0,Pédagogique,pédagogie générale,mikeno nc,publique,mikeno nc,mikeno nc,pedagogie
2893,9886.0,Technique,sociale,mikeno,publique,mikeno,mikeno nc,sociale
2942,9938.0,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
2981,9979.0,Technique,sociale,mikeno/nc,publique,mikeno/nc,mikeno nc,sociale
3074,10082.0,Technique,sociale,mikeno nc,publique,mikeno nc,mikeno nc,sociale
3248,10262.0,Technique,commerciale et administrative,institut mikeno,publique,mikeno,mikeno nc,commmerciale et adm
3258,10272.0,Technique,sociale,institut mikeno,publique,mikeno,mikeno nc,sociale
3311,10329.0,Pedagogique,pedagogie générale,institut mikeno,publique,mikeno,mikeno nc,pedagogie
3322,10341.0,Technique,sociale,institut mikeno,publique,mikeno,mikeno nc,sociale
3373,10397.0,Technique,commerciale et administrative,institut mikeno,publique,mikeno,mikeno nc,commmerciale et adm
3387,10414.0,Technique,commerciale et administrative,mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
3580,10626.0,Technique,sociale,mikeno/nc,publique,mikeno/nc,mikeno nc,sociale
3912,11334.0,TECHNIQUE,sociale,institut mikeno nc,publique,mikeno nc,mikeno nc,sociale
3934,11357.0,TECHNIQUE,sociale,institut mikeno nc,publique,mikeno nc,mikeno nc,sociale
4138,11578.0,TECHNIQUE,sociale,institut mikeno,musulman,mikeno,mikeno nc,sociale
4286,11736.0,TECHNIQUE,sociale,institut mikeno,publique,mikeno,mikeno nc,sociale
4465,11984.0,PEGAGOGIE,pedagogie generale,institut mikeno nc,publique,mikeno nc,mikeno nc,pedagogie
4554,12082.0,TECHNIQUE,sociale,institut mikeno eci,musulman,mikeno eci,mikeno nc,sociale
4567,12096.0,COMMERCIALE,commerciale et administrative,institut mikeno nc,publique,mikeno nc,mikeno nc,commmerciale et adm
4643,12177.0,TECHNIQUE,sociale,institut mikeno nc,publique,mikeno nc,mikeno nc,sociale
1898,8584.0,Technique,sociale,matumaini,catholique,matumaini,matumaini,sociale
3572,10617.0,Pédagogique,pédagogie générale,matumaini,catholique,matumaini,matumaini,pedagogie
3810,10861.0,Pédagogique,pédagogie générale,matumaini,catholique,matumaini,matumaini,pedagogie
4223,11668.0,TECHNIQUE,secretariat,institut matumaini,catholique,matumaini,matumaini,secretariat
906,6450.0,Technique,nitrution,lycée sante ursule,catholique,sante ursule,sainte ursule,nutr
1202,7199.0,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1223,7235.0,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1248,7295.0,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1252,7300.0,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1259,7313.0,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1266,7326.0,TEC,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1272,7336.0,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1278,7346.0,TEC,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1281,7351.0,TEC,ca,stec ursule,catholique,stec ursule,sainte ursule,commmerciale et adm
1285,7357.0,TEC,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1309,7395.0,TEC,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1326,7432.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
1512,7860.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1570,8149.0,TECHNIQUE,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1573,8152.0,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1579,8158.0,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1585,8164.0,TECHNIQUE,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1617,8206.0,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1620,8210.0,Technique,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1635,8230.0,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1655,8253.0,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1656,8254.0,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1667,8271.0,Technique,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1737,8363.0,Technique,sociale,ste  ursule,catholique,ste ursule,sainte ursule,sociale
1755,8388.0,Technique,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1770,8406.0,Technique,sociale,ste ursule,catholique,ste ursule,sainte ursule,sociale
1781,8420.0,TECHNIQUE,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
1806,8453.0,Technique,nutrition,ste ursule,catholique,ste ursule,sainte ursule,nutr
1919,8618.0,Technique,sociale,lycée ste ursile,catholique,ste ursile,sainte ursule,sociale
1944,8648.0,Technique,nutrition,lycée ste ursile,catholique,ste ursile,sainte ursule,nutr
1975,8683.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2032,8771.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2086,8889.0,Technique,nutrition,lycée saint ursile,catholique,saint ursile,sainte ursule,nutr
2126,8929.0,Technique,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
2139,8944.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2179,8984.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2248,9055.0,Technique,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
2347,9160.0,Technique,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
2376,9193.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2403,9220.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2420,9237.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2433,9250.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2470,9291.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2473,9294.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2477,9298.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2484,9305.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2573,9409.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2598,9442.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2704,9560.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2733,9603.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2747,9621.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2754,9633.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2839,9830.0,Technique,sociale,lycée ste ursule,catholique,ste ursule,sainte ursule,sociale
2840,9831.0,Technique,sociale,lycée ste ursule,catholique,ste ursule,sainte ursule,sociale
2886,9879.0,Technique,social,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2898,9891.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2912,9905.0,Technique,nutrition,sainte ursule,catholique,sainte ursule,sainte ursule,nutr
2921,9914.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
2943,9939.0,Technique,sociale,lycée sante ursule,catholique,sante ursule,sainte ursule,sociale
2978,9976.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3047,10052.0,Technique,sociale,lycée sainte ursile,catholique,sainte ursile,sainte ursule,sociale
3076,10084.0,Technique,sociale,lycée sante ursule,catholique,sante ursule,sainte ursule,sociale
3084,10092.0,Technique,nutrition,lycée sante ursule,catholique,sante ursule,sainte ursule,nutr
3103,10112.0,Technique,sociale,lycée sante ursule,catholique,sante ursule,sainte ursule,sociale
3110,10120.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3112,10123.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3230,10243.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3237,10250.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
3238,10251.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3244,10258.0,Technique,sociale,sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3275,10290.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
3304,10322.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3306,10324.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
3321,10340.0,Scientifique,biologie-chimie,lycée sainte ursuleamani,catholique,sainte ursuleamani,sainte ursule,bio-chimie
3358,10380.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3408,10436.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3449,10481.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3487,10523.0,Technique,sociale,lycée sante ursule,catholique,sante ursule,sainte ursule,sociale
3496,10535.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3499,10538.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
3510,10550.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3545,10589.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
3546,10590.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3581,10627.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3644,10692.0,Technique,sociale,lycée sante ursule,catholique,sante ursule,sainte ursule,sociale
3681,10729.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3700,10749.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3827,10878.0,Technique,sociale,lycée sainte ursule,catholique,sainte ursule,sainte ursule,sociale
3845,10897.0,Technique,nutrition,lycée sainte ursule,catholique,sainte ursule,sainte ursule,nutr
3899,11320.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
3926,11349.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
3975,11400.0,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
3985,11410.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4007,11433.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4018,11444.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4059,11490.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4064,11497.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4074,11507.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4100,11536.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4126,11565.0,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4127,11566.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4153,11594.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4158,11600.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4193,11635.0,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4208,11652.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4247,11695.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4285,11735.0,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4328,11780.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4356,11811.0,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4373,11830.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4421,11885.0,TECHNIQUES,sociale,lycée  saint ursule,publique,saint ursule,sainte ursule,sociale
4551,12079.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4627,12159.0,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4692,12232.0,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4702,12244.0,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
14,1346.0,PEDAGOGIEQUE,peda generale,institut visoke,protestant,visoke,visoke,pedagogie
15,1355.0,PEDAGOGIEQUE,peda generale,institut visoke,protestant,visoke,visoke,pedagogie
24,1858.0,PEDAGOGIEQUE,peda generale,institut visoke,protestant,visoke,visoke,pedagogie
40,2675.0,Pédagogique,pédagogie générale,visoke,protestant,visoke,visoke,pedagogie
148,3858.0,PEDAGOGIEQUE,peda generale,i visoke,protestant,visoke,visoke,pedagogie
235,4227.0,PED,pg,visoke,protestant,visoke,visoke,pedagogie
399,4550.0,PED,pg,visoke,protestant,visoke,visoke,pedagogie
723,5745.0,TECH,mecan gene,visoke,protestant,visoke,visoke,mec gene
778,6220.0,PED,pg,visoke,protestant,visoke,visoke,pedagogie
1105,7025.0,PED,pg,visoke,protestant,visoke,visoke,pedagogie
1198,7193.0,PED,pg,visoke,protestant,visoke,visoke,pedagogie
1374,7584.0,TEC,mec gene,visoke,protestant,visoke,visoke,mec gene
1404,7637.0,PED,pg,visoke,protestant,visoke,visoke,pedagogie
1522,7895.0,PEDAGOGIEQUE,peda generale,institut visoke,protestant,visoke,visoke,pedagogie
1777,8415.0,Pédagogique,pédagogie générale,visoke,protestant,visoke,visoke,pedagogie
2021,8745.0,Technique,mécanique générale,visoke,protestant,visoke,visoke,mec gene
2124,8927.0,Pédagogique,pédagogie générale,visoke,protestant,visoke,visoke,pedagogie
2324,9136.0,Technique,mécanique générale,visoke,protestant,visoke,visoke,mec gene
2482,9303.0,Pédagogique,pédagogie générale,visoke,protestant,visoke,visoke,pedagogie
2505,9333.0,Technique,mécanique générale,visoke,protestant,visoke,visoke,mec gene
2555,9389.0,Pédagogique,pédagogie générale,visoke,protestant,visoke,visoke,pedagogie
2635,9488.0,Pédagogique,pédagogie générale,visoke,protestant,visoke,visoke,pedagogie
2971,9969.0,Pédagogique,pédagogi générale,visoke,protestant,visoke,visoke,pedagogie
3269,10283.0,Pédagogique,pédagogie générale,institut visoke,protestant,visoke,visoke,pedagogie
3283,10299.0,Pédagogique,pédagogie générale,visoke,protestant,visoke,visoke,pedagogie
3368,10392.0,Pédagogique,pédagogie générale,institut visoke,protestant,visoke,visoke,pedagogie
3521,10562.0,Pédagogique,pédagogie générale,visoke,protestant,visoke,visoke,pedagogie
3597,10643.0,Scientifique,mécanique générale,visoke,protestant,visoke,visoke,mec gene
3919,11342.0,TECHNIQUE,electricite,institut visoke,protestant,visoke,visoke,elec
4044,11474.0,PEDAGOGIE,pedagogie generale,institut visoke,protestant,visoke,visoke,pedagogie
4325,11777.0,PEDAGOGIE,pedagogie generale,institut visoke,protestant,visoke,visoke,pedagogie
4407,11868.0,PEGAGOGIE,pedagogie generale,institut visoke,protestant,visoke,visoke,pedagogie
4568,12097.0,PEDAGOGIE,pedagogie generale,institut visoke,protestant,visoke,visoke,pedagogie
335,4418.0,PED,pg,la sagesse,protestant,la sagesse,lasagesse,pedagogie
698,5682.0,PED,pg,la sagesse,protestant,la sagesse,lasagesse,pedagogie
1311,7398.0,PED,pg,sagesse,protestant,sagesse,lasagesse,pedagogie
2216,9022.0,Scientifique,mathématique physiqe,la sagesse,protestant,la sagesse,lasagesse,math-physique
3765,10816.0,Pédagogique,pédagogie générale,la sagesse,protestant,la sagesse,lasagesse,pedagogie
4292,11742.0,PEDAGOGIE,pedagogie generale,institut la sagesse,protestant,la sagesse,lasagesse,pedagogie
4655,12190.0,PEDAGOGIE,pedagogie generale,institut lasagesse,protestant,lasagesse,lasagesse,pedagogie
79,3625.0,PEDAGOGIEQUE,pg,i karambi,publique,karambi,kalimba,pedagogie
93,3648.0,PED,pg,kitsimba,publique,kitsimba,kalimba,pedagogie
124,3761.0,TECHN,comm et adm,i kisimba,publique,kisimba,kalimba,commmerciale et adm
156,3881.0,PEDAGOGIEQUE,pg,i karambi,publique,karambi,kalimba,pedagogie
181,4012.0,PEDAGOGIEQUE,peda generale,institut kalimba,publique,kalimba,kalimba,pedagogie
590,4957.0,PED,pg,kalambairo,publique,kalambairo,kalimba,pedagogie
849,6356.0,TEC,sociale,kalimabenga,publique,kalimabenga,kalimba,sociale
930,6500.0,PED,pg,karambi,publique,karambi,kalimba,pedagogie
950,6551.0,Scientifique,biologie chimie,kitsimba,publique,kitsimba,kalimba,bio-chimie
1039,6753.0,PED,pg,kalimba,publique,kalimba,kalimba,pedagogie
1057,6887.0,PED,pg,kitsimba,publique,kitsimba,kalimba,pedagogie
1118,7045.0,PED,pg,kitsimba,publique,kitsimba,kalimba,pedagogie
1121,7048.0,PED,pg,kalimba,publique,kalimba,kalimba,pedagogie
1135,7069.0,TEC,ca,mbanzalemba,publique,mbanzalemba,kalimba,commmerciale et adm
1306,7391.0,PED,pg,kabamba,publique,kabamba,kalimba,pedagogie
1329,7441.0,Scientifique,mathématique physique,college alingbwa,publique,alingbwa,kalimba,math-physique
1465,7758.0,PEDAGOGIEQUE,peda generale,institut olimba,publique,olimba,kalimba,pedagogie
1599,8182.0,PEDAGOGIE,pedagogie generale,kabamba,publique,kabamba,kalimba,pedagogie
2050,8823.0,Pédagogique,pédagogie générale,kisimba,publique,kisimba,kalimba,pedagogie
2485,9306.0,Littéraire,latin philo,kankoba,publique,kankoba,kalimba,latin philo
2511,9339.0,Pédagogique,pédagogie générale,karambi,publique,karambi,kalimba,pedagogie
2790,9693.0,SCIENTIFIQUE,mathématique physique,kalumbwa,publique,kalumbwa,kalimba,math-physique
3140,10152.0,Technique,commerciale et administrative,alembe,publique,alembe,kalimba,commmerciale et adm
3331,10351.0,Pédagogique,pédagogie générale,karambi,publique,karambi,kalimba,pedagogie
3785,10836.0,Technique,commerciale et administrative,garamba,publique,garamba,kalimba,commmerciale et adm
