,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS
446,4648,PED,PG,FADHILI,inconnu
447,4649,LIT,LP,ZANNER,inconnu
448,4653,Technique,Sociale,MATOLU,inconnu
449,4654,LITT,LP,MWANGA,inconnu
450,4656,SC,BC,MARANATHA,inconnu
451,4657,LIT,LP,MWANGA,inconnu
452,4659,PED,PG,LYCEE MWINDA,inconnu
453,4660,PED,PG,METANOIA,inconnu
454,4664,SC,BC,KYESHERO,inconnu
455,4667,LIT,LP,ZANNER,inconnu
456,4668,TECH,SOCIALE,INST MONT CARMEL,inconnu
457,4669,TEC,SOC,ILAMBULA,inconnu
458,4670,LITT,LP,ZANNER,inconnu
459,4671,TECH,CA,ZANNER,inconnu
460,4672,PED,PG,MORIA,inconnu
461,4676,LIT,LP,MAENDELEO,inconnu
462,4677,TEC,SOCIALE,KAMUSENDA,inconnu
463,4680,PED,PG,KYSEHERO,inconnu
464,4681,PED,PG,KYESHERO,inconnu
465,4687,TEC,CA,NURU,inconnu
466,4688,SC,BC,DE GOMA,inconnu
467,4691,PED,PG,TUADIBISHE,inconnu
468,4698,PED,PG,IHIMBI,inconnu
469,4701,SC,BC,LWANGA,inconnu
470,4704,PED,PG,MONT CARMEL,inconnu
471,4706,TECH,SOCIALE,MIKENO/NC,inconnu
472,4709,PED,PG,CS LOSA,inconnu
473,4710,PED,PG,DE BAGIRA,inconnu
474,4711,PED,PG,UFAMANDU,inconnu
475,4712,PED,PG,KASHOFU,inconnu
476,4715,PED,PG,FARAJA,inconnu
477,4716,LITT,LP,L MWANDU,inconnu
478,4717,LIT,LP,BUNGULU,inconnu
479,4722,ELECTR,ELEC INDUSTR,ITIG,inconnu
480,4727,TECH,NUTRITION,LYCEE CHECMCHEM,inconnu
481,4728,SC,BC,ST PAUL,inconnu
482,4730,SC,BC,BAKANJA,inconnu
483,4732,SC,BC,CS MAMA YETU,inconnu
484,4733,TEC,SOCIALE,MUGUNGA,inconnu
485,4735,TEC,SOCIALE,MAENDELEO,inconnu
486,4739,TEC,CA,BAKANJA,inconnu
487,4744,SC,BC,INST DE GOMA,inconnu
488,4746,SC,BC,INSTIGO,inconnu
489,4748,SC,BC,BAKANJA,inconnu
490,4750,LIT,LP,KASALI,inconnu
491,4751,TECH,SOCIALE,BENI,inconnu
492,4757,SC,BC,KYESHERO,inconnu
493,4759,NUTRI,DIET,LYCEE CHEMCHEM,inconnu
494,4760,TEC,SOCIALE,MIKENO ISL,inconnu
495,4762,PED,PG,KABISHAMAGE,inconnu
496,4763,TEC,NUTRI,L CHEMCHEM,inconnu
497,4765,TECH,NUTRITION,CHEMCHEM,inconnu
498,4766,TEC,SOC,BANGU,inconnu
499,4768,PED,PG,8 MARS,inconnu
500,4770,LITT,LP,PS TUMAINI LETU,inconnu
501,4771,TEC µ,NUTRI,CHEMCHEM,inconnu
502,4772,PED,PG,KANII KASHUA,inconnu
503,4777,ped,pg,JIWE,inconnu
504,4778,PED,PG,NYABIBWE,inconnu
505,4780,NUTRITION,DIET,LYCEE CHEMCHEM,inconnu
506,4781,PED,PG,MULUDIKI,inconnu
507,4783,TECH,SOCIALE,KALANGALA,inconnu
508,4786,SC,BC,KYESHERO,inconnu
509,4788,PED,PG,KYESHERO,inconnu
510,4790,TEC,SOCIALE,CHEMCHEM,inconnu
511,4791,PED,PG,EDAP/UPN,inconnu
512,4792,TEC,SOCIALE,BUTURANDE,inconnu
513,4793,PED,PG,KYESHERO,inconnu
514,4795,PED,PG,KYESHERO,inconnu
515,4797,SC,BC,KYESHERO,inconnu
516,4799,LIT,LP,ZANNER,inconnu
517,4800,LIT,LP,ZANNER,inconnu
518,4805,TEC,SOACIALE,MONT SINAI,inconnu
519,4806,SC,BC,MAJENGO,inconnu
520,4808,TECH,COUPE COUTURE,LYCEE DE KALAMU,inconnu
521,4809,PED,PG,NDAHURA,inconnu
522,4811,ped,pg,BUTURANDE,inconnu
523,4812,TEC,SOCAILE,MAVUNO,inconnu
524,4815,PED,PG,KAYANJA,inconnu
525,4816,SC,PM,BUNGULU,inconnu
526,4820,PED,PG,KAHYA CIBANDA,inconnu
527,4823,lit,lp,SAINT MICHEL,inconnu
528,4826,COMM,CA,MWANGA,inconnu
529,4827,TEC,CA,INST MWANGA,inconnu
530,4828,PED,PG,MARANATHA,inconnu
531,4829,TEC,CA,TUMAINI,inconnu
532,4831,TEC,SOCIALE,MAENDELEO,inconnu
533,4834,SC,BC,FARAJA,inconnu
534,4835,LIT,LP,AIGLES DE DIEU,inconnu
535,4839,SC,BC,MGR KATALIKO,inconnu
536,4840,TECH,SOCIALE,BAHATI,inconnu
537,4845,Pédagogique,Pédagogie Générale,GSC CONGOLAISE,inconnu
538,4848,PED,PG,BAKANJA,inconnu
539,4849,TECH,CA,CS MAMA YETU,inconnu
540,4853,Pédagogique,P,CS ESPOIR2,inconnu
541,4854,LIT,LP,BANGU,inconnu
542,4857,LIT,LP,MWANGA,inconnu
543,4858,TEC,CA,MALKIA WA MBINGU,inconnu
544,4859,LIT,LP,MWANGA,inconnu
545,4860,PED,PG,RUWENZORI,inconnu
546,4861,PED,PG,SAKE,inconnu
547,4862,LIT,LP,MWANGA,inconnu
548,4863,PED,PG,FARAJA,inconnu
549,4864,PED,PG,LUAPULA,inconnu
550,4866,TEC,CA,ECOLE BELGE,inconnu
551,4869,LIT,LP,MAENDELEO,inconnu
552,4871,PED,PG,MAENDELEO,inconnu
553,4872,PED,PG,MAVUNO,inconnu
554,4873,PED,PG,INST2 MASISI,inconnu
555,4874,LIT,LP,DE BUKAVU,inconnu
556,4877,LIT,LP,METANOIA,inconnu
557,4879,LIT,LP,MWANGA UVIRA,inconnu
558,4881,TECH,CA,MWANGA,inconnu
559,4882,TEC,SOCIALE,MUGUNGA,inconnu
560,4883,TEC,COUPE COUTURE,CHEMCHEM,inconnu
561,4885,TECH,SOCIALE,INST NYABUSHONGO,inconnu
562,4888,PED,PG,LUMIERE DU PROGRES,inconnu
563,4891,PED,PG,BAGIRA,inconnu
564,4895,PED,PG,KATANA,inconnu
565,4897,PED,PG,MARANATHA,inconnu
566,4898,SC,BC,MWANGA,inconnu
567,4899,PED,PG,FARAJA,inconnu
568,4900,SC,BC,SUKISA,inconnu
569,4902,TEC,SOCIALE,LYCEE CHEMCHEM,inconnu
570,4905,LIT,LP,KAMBALI,inconnu
571,4907,PED,PG,LUKPAFU,inconnu
572,4908,TEC,SOC,NDAHURA,inconnu
573,4909,SC,BC,MAJENGO,inconnu
574,4923,SC,BC,LYCEE AMANI,inconnu
575,4925,LIT,LP,MWANA,inconnu
576,4926,LIT,LP,METANOIA,inconnu
577,4927,LIT,LP,MATANOIA,inconnu
578,4932,SC,BC,L AMANI,inconnu
579,4933,PED,PG,KASABINYOLE,inconnu
580,4939,TEC NUTRI,inconnu,KAVAGHENDI,inconnu
581,4941,SC,BC,L MWANDU,inconnu
582,4942,TEC,NUTR,PETITS GENIES,inconnu
583,4943,Pédagogique,Pédagogie Générale,FURAHA,inconnu
584,4945,TECH,CA,INST DE GOMA,inconnu
585,4947,TECH,SOCIALE,MIKENO/NC,inconnu
586,4952,SC,BC,MAJENGO,inconnu
587,4954,TECHN,SOCIALE,I MAENDELEO,inconnu
588,4955,PED,PG,METANOIA,inconnu
589,4956,LIT,LP,HIMBI,inconnu
590,4957,PED,PG,KALAMBAIRO,inconnu
591,4958,PED,PG,AMANI,inconnu
592,4965,LIT,LP,MONT GOMA,inconnu
593,4969,TEC,CA,TUMAINI,inconnu
594,4972,SC,MP,INST DE GOMA,inconnu
595,4976,PED,PG,METANOIA,inconnu
596,4977,PED,PG,METANOIA,inconnu
597,4978,PED,PG,METANOIA,inconnu
598,4980,PED,PG,KASIKA,inconnu
599,4983,PED,PG,UMOJA,inconnu
600,4984,TECH,SOCIALE,I RUTOBOKO,inconnu
601,4988,PED,PG,MORIA,inconnu
602,4989,TEC,SOCIALE,IT BUGABO,inconnu
603,4998,TEC,SOCIALE,RUWENZORI,inconnu
604,5010,TEC,SOCIALE,KIGONZE,inconnu
605,5012,LIT,LP,HIMBI,inconnu
606,5014,LIT,LP,MONT SINAI,inconnu
607,5016,TEC,CA,LYCEE WIMA,inconnu
608,5018,TEC,CA,MWANGA,inconnu
609,5020,PED,PG,BIKUKA,inconnu
610,5023,PED,PG,KITSOMBIRO,inconnu
611,5026,TEC,CA,IBANDA,inconnu
612,5028,PED,PG,AUTO,inconnu
613,5031,TEC,SOC,BUTURANDE,inconnu
614,5033,PED,PG,MONT GOMA,inconnu
615,5034,PED,PG,METANOIA,inconnu
616,5035,SC,MP,INSTIGO,inconnu
617,5041,LIT,LP,MONT SINAI,inconnu
618,5042,PED,PG,KYESHERO,inconnu
619,5043,LIT,LP,MWANGA,inconnu
620,5047,LIT,LP,KANZULINZULI,inconnu
621,5048,SCIENTIFIQUE,BIO CHIMIE,INST TUPENDANE,inconnu
622,5051,LIT,LP,ZANNER,inconnu
623,5054,TECH,SOCIALE,MAENDELEO,inconnu
624,5056,LIT,LP,MAENDELEO,inconnu
625,5059,TEC,CA,EDAC/ISEGEA,inconnu
626,5069,SC,BC,MWANGA,inconnu
627,5072,PED,PG,METANOIA,inconnu
628,5073,PED,PG,AUTODIDACTE,inconnu
629,5074,PED,PG,INST KALUNGU,inconnu
630,5079,PEDAGOGIEQUE,PEDAGERALE,KASALI,inconnu
631,5088,PED,PG,BUNYANGINGI,inconnu
632,5089,PED,PG,KYATENGA,inconnu
633,5094,PED,PG,DE BAGIRA,inconnu
634,5097,PED,PG,MORIA,inconnu
635,5098,ped,pg,8 MARS,inconnu
636,5100,PED,PG,IHIMBI,inconnu
637,5105,PED,PG,NYAMOKOLA,inconnu
638,5107,SC,BC,I BIGILIMANI,inconnu
639,5110,TEC,SICIALE,MONT CARMEL,inconnu
640,5114,TEC,CA,METANOIA,inconnu
641,5115,TEC,CA,MWANGA,inconnu
642,5116,PED,PG,LUMIERE,inconnu
643,5120,TEC,CA,MAMA YETU,inconnu
644,5123,PED,PG,BAKANJA,inconnu
645,5126,PED,PG,MAMBOWA,inconnu
646,5129,ECONOMIE,inconnu,ECOLE BELGE,inconnu
647,5130,PED,PG,LWANGA,inconnu
648,5132,LIT,LP,METANOIA,inconnu
649,5138,PED,PG,SAYUNI,inconnu
650,5145,TEC,CONSTRUCTION,OICHA,inconnu
651,5159,PED,PG,NYAMUSURU,inconnu
652,5163,TEC,NUTRIT,L CHEMCHEM,inconnu
653,5167,TEC,SOCIALE,MAENDELEO,inconnu
654,5170,TEC,SOCIALE,BAGIRA,inconnu
655,5175,PED,PG,EDAC ISGEA,inconnu
656,5177,PED,PG,FADHILI,inconnu
657,5178,SC,MP,I NDAHURA,inconnu
658,5179,SC,BC,MAMA YETU,inconnu
659,5182,ITM/INFIRMIERE,inconnu,ITM TULIZENI/KYONDO,inconnu
660,5183,LIT,LP,MUGERI,inconnu
661,5184,PED,PG,TUUNGANE,inconnu
662,5192,PED,PG,BUKINANYANA,inconnu
663,5193,PED,PG,FURAHA,inconnu
664,5196,TECHN,ELEC,MAHAMBA,inconnu
665,5198,SC,BC,MARANATHA,inconnu
666,5204,SC,BC,MWANGA,inconnu
667,5205,SC,BC,IDAP/ISP BUNIA,inconnu
668,5208,PED,PG,AUTO,inconnu
669,5212,SC,MP,FARAJA,inconnu
670,5214,SC,BC,BAKITA,inconnu
671,5216,PEDAGOGIEQUE,PEDA,INST MUSAADA,inconnu
672,5217,SC,BC,MAENDELEO,inconnu
673,5218,PED,PG,I KYESHERO,inconnu
674,5240,SC,BC,AMANI,inconnu
675,5354,TECH,CA,MAENDELEO,inconnu
676,5395,Scientifique,Biologie Chimie,Alfajiri,inconnu
677,5644,LIT,LP,METANOIA,inconnu
678,5647,LIT,LP,METANOIA,inconnu
679,5649,PED,PG,MONT CARMEL,inconnu
680,5651,TEC,NUTRITION,LYCEE CHEMCHEM,inconnu
681,5652,TEC,SOCIALE,MAENDELEO,inconnu
682,5653,SC,BC,CS MAMA YETU,inconnu
683,5654,PED,PG,NDAHURA,inconnu
684,5656,TECH,CA,HIMBI,inconnu
685,5658,TEC,CA,INSTIGO,inconnu
686,5659,TEC,CA,CS MAMA YETU,inconnu
687,5660,LIT,LP,METANOIA,inconnu
688,5662,PED,PG,KABAMBA/CIGOMA,inconnu
689,5667,TEC,SOCIALE,LYCEE CHEMCHEM,inconnu
690,5668,SC,BC,INSTIGO,inconnu
691,5670,PED,PG,GS DE KARHALE,inconnu
692,5671,PED,PG,AUTO,inconnu
693,5672,PED,PG,SAINT JOSEPH,inconnu
694,5674,TEC,CA,MALKIA WA MBINGU,inconnu
695,5678,TEC,CA,KASALI,inconnu
696,5680,TEC,SOCIALE,NYALUKEMBA,inconnu
697,5681,TEC,CA,AVENIR,inconnu
698,5682,PED,PG,LA SAGESSE,inconnu
699,5683,TEC,CA,IBANDA,inconnu
700,5688,SC,BC,SUKISA,inconnu
701,5691,PED,PG,LYCEE WIMA,inconnu
702,5692,PED,PG,MONT CARMEL,inconnu
703,5695,PED,PG,MUGUNGA,inconnu
704,5696,TEC,SOC,MAENDELEO,inconnu
705,5698,SC,BC,MWANGA,inconnu
706,5700,TECHN,SOCIALE,I MIKENO,inconnu
707,5701,PED,PG,CIDASA,inconnu
708,5703,SC,BC,L AMANI,inconnu
709,5704,TE,CA,BAKANDJA,inconnu
710,5705,LIT,LP,METANOIA,inconnu
711,5710,TEC,SOCIALE,MWANGA,inconnu
712,5714,LIT,LP,META,inconnu
713,5718,TEC,CA,ZANNER,inconnu
714,5719,PED,PG,UENEZAJI,inconnu
715,5720,LIT,LP,VUHIKA,inconnu
716,5721,TEC,SOC,NYABUSHONGO,inconnu
717,5724,SC,BC,LYCEE AMANI,inconnu
718,5731,PED,PG,MAENDELEO,inconnu
719,5737,PED,PG,DE BULEUSA,inconnu
720,5739,TEC,CA,HIMBI,inconnu
721,5740,SC,BC,MAJENGO,inconnu
722,5743,SC,MP,RUTSHURU,inconnu
723,5745,TECH,MECAN GENE,VISOKE,inconnu
724,5746,PED,PG,VIKANZU,inconnu
725,5747,SC,BC,MAHUZURIYO,inconnu
726,5748,TEC,NUTRITION,CHEMCHEM,inconnu
727,5749,TEC,SOCIALE,CHEMCHEM,inconnu
728,5750,SC,BC,LUKANGA,inconnu
729,5753,PEDAGOGIEQUE,PEDA GENERALE,INST. MAENDELEO,inconnu
730,5754,TEC,CA,KASALI,inconnu
731,5756,PED,PG,BAKANDJA,inconnu
732,5758,LIT,LP,VUHIKA,inconnu
733,5767,TEC,SOCIALE,VISOLO,inconnu
734,5770,TEC,SOCIALE,KAVAGHENDI,inconnu
735,5776,PED,PG,KATWA,inconnu
736,5778,TEC,CA,BUNGULU,inconnu
737,5822,SC,BC,MALKIA WA MBINGU,inconnu
738,5850,TEC AGR,NUTRITION,ITAV BBO,inconnu
739,5918,PEDAGOGIEQUE,PEDA GENERALE,TULIA ASODE,inconnu
740,6044,Scientifique,Biologie Chimie,Malkia wa mbingu,catholique
741,6074,TEC,CA,MALENDE,inconnu
742,6134,PED,PPG,NURU,inconnu
743,6135,SC,MP,FRERE ALIMBA,inconnu
744,6136,TEC,CA,ISIDORE BAKANDJA,inconnu
745,6138,TEC,SOCIALE,UZIMA,inconnu
746,6140,TEC,CA,BUNYANGINGI,inconnu
747,6141,TEC,CA,ZANNER,inconnu
748,6144,TEC,COM INFORMATIQUE,LYCEE KIMBILIO,inconnu
749,6145,TEC,CA,ESPOIR 1,inconnu
750,6149,SC,BC,MWANGA,inconnu
751,6150,SC,BC,MWANGA,inconnu
752,6151,TEC,CA,ESPOIR,inconnu
753,6153,SC,BC,LYCEE KAZAROHO,inconnu
754,6155,TEC,CA,MGR KAQTALIKO,inconnu
755,6157,SC,BC,UMOJA I FS,inconnu
756,6159,TEC,CA,METANOIA,inconnu
757,6165,TEC,SOC,LYCEE CHEMCHEM,inconnu
758,6166,PED,PG,BUTURANDE,inconnu
759,6170,PED,PG,METANOIA,inconnu
760,6171,PED,PG,METANOIA,inconnu
761,6172,SC,BC,KYESHERO,inconnu
762,6176,TEC,CA,NURU,inconnu
763,6178,PED,PG,LYCEE ANUARITE,inconnu
764,6182,SC,MP,ALFAJIRI,inconnu
765,6183,SC,BC,ISIDORE BAKANDJA,inconnu
766,6184,SC,BC,DE GOMA,inconnu
767,6195,SC,MP,DE GOMA,inconnu
768,6196,SC,MP,MWANGA,inconnu
769,6204,Pédagogique,Pédagogie Générale,Msawato,inconnu
770,6207,TEC,SOCIALE,MAENDELEO,inconnu
771,6208,SC,MP,ETOILE,inconnu
772,6209,TEC AGR,NUTRITION,LYCEE CHEMCHEM,inconnu
773,6213,PED,PG,RUFUNDA,inconnu
774,6214,SC,MP,ALFAJIRI,inconnu
775,6215,SC,MP,ALFAJIRI,inconnu
776,6217,SC,BC,ZAWADI YA RAHISI,inconnu
777,6219,TEC,CA,UJASIRI,inconnu
778,6220,PED,PG,VISOKE,inconnu
779,6221,TEC,CA,LYCEE ANUARITE,inconnu
780,6223,LIT,LP,COLL DE LA SAGESSE,inconnu
781,6227,TEC,CA,MAMA YETU,inconnu
782,6228,SC,MP,MAJENGO,inconnu
783,6230,TEC,CA,MAMA YETU,inconnu
784,6232,TEC,CA,MAMA YETU,inconnu
785,6233,SC,BC,MWANGA,inconnu
786,6235,TEC,CA,ZANNER,inconnu
787,6236,TEC,CA,ZANNER,inconnu
788,6239,LIT,LP,MWANGA,inconnu
789,6241,TEC,CA,IBANDA,inconnu
790,6242,PED,PG,KASABINYOLE,inconnu
791,6243,LIT,LP,KAMBALI,inconnu
792,6244,LIT,LP,MONT GOMA,inconnu
793,6246,LIT,LP,MWANGA,inconnu
794,6247,SC,MP,ALFAJIRI,inconnu
795,6255,SC,BC,METANOIA,inconnu
796,6256,SC,BC,METANOIA,inconnu
797,6258,PED,PG,TUJIKAZE,inconnu
798,6260,SC,BC,MWANGA,inconnu
799,6263,TEC,CA,MAJENGO,inconnu
800,6264,TEC,SOCIALE,MAENDELEO,inconnu
801,6265,PED,PN,BUHENDWA,inconnu
802,6268,LIT,LP,PT SEMINAIRE TUMAINI LETU,inconnu
803,6269,TEC,CA,FARAJA,inconnu
804,6272,TEC,CA,ISIDORE BAKANDJA,inconnu
805,6273,TEC,CA,JIKAZE,inconnu
806,6279,PED,PG,KYESHERO,inconnu
807,6283,SC,MP,MAJENGO,inconnu
808,6285,SC,BC,FADHILI,inconnu
809,6286,TEC,CA,MWANGA,inconnu
810,6287,SC,BC,MAMA YETU,inconnu
811,6288,SC,BC,SUKUSA,inconnu
812,6293,TEC,CA,ISODRE BAKANDJA,inconnu
813,6296,SC,BC,LA FONTAINE,inconnu
814,6297,PED,PG,BAGIRA,inconnu
815,6300,TEC,CA,MWANGA,inconnu
816,6301,TEC,CA,MWANGA,inconnu
817,6302,TEC,CA,ACTION KUSAIDIA,inconnu
818,6305,PED,PG,METANOIA,inconnu
819,6306,Scientifique,Biologie Chimie,METANOIA,inconnu
820,6308,TEC,CA,MAENDELEO,inconnu
821,6311,PED,PG,KYESHERO,inconnu
822,6312,TEC,COUPE COUTURE,LYCEE WIMA,inconnu
823,6314,TEC,CA,FARAJA,inconnu
824,6316,TEC,CA,LYCEE KIMBILIO,inconnu
825,6317,LIT,LP,METANOIA,inconnu
826,6318,Littéraire,Latin Philo,METANOIA,inconnu
827,6320,LIT,LP,MWANGA,inconnu
828,6321,TEC,CA,KIMBILIO,inconnu
829,6322,TEC,COM   INFORMATIQUE,LYCEE KIMBILIO,inconnu
830,6323,TEC,COM  INFORMATIQUE,KIMBILIO,inconnu
831,6327,LIT,LP,MONT GOMA,inconnu
832,6328,SC,MP,MAJENGO,inconnu
833,6329,TEC,CA,NURU,inconnu
834,6330,PED,PG,MAVUNO,inconnu
835,6331,LIT,LP,BIHIRA,inconnu
836,6332,LIT,LP,UJIO WA HERI,inconnu
837,6335,TECH,SOC,MASIKILIZANO,inconnu
838,6336,TEC,CA,METANOIA,inconnu
839,6337,PED,PG,SAYUNI,inconnu
840,6338,PED,PG,HEKIMA,inconnu
841,6343,TECH  ELECTRICITE,ELECTRICITE INDUSTRIELLE,AVENIR,inconnu
842,6344,TEC,ELECTRICITE INDUSTRIELLE,AVENIR,inconnu
843,6347,SC,BC,METANOIA,inconnu
844,6349,LIT,LP,CS LA SAPINIERE,inconnu
845,6351,PED,PG,MULULU,inconnu
846,6352,TEC,CA,DIABENA,inconnu
847,6353,LIT,LP,MWANGA,inconnu
848,6354,TEC,CA,ACTION KUSAIDIYA,inconnu
849,6356,TEC,SOCIALE,KALIMABENGA,inconnu
850,6357,LIT,LP,METANOIA,inconnu
851,6358,LIT,LP,HIMBI,inconnu
852,6360,LIT,LP,HIMBI,inconnu
853,6362,LIT,LP,BUNGULU,inconnu
854,6363,TEC,SOCIALE,KAVAGHENDI,inconnu
855,6367,TEC,CA,MORIA,inconnu
856,6368,PED,PG,KYESHERO,inconnu
857,6369,TEC,CA,MAJENGO,inconnu
858,6370,PED,PG,MAENDELEO,inconnu
859,6371,SC,BC,MAJENGO,inconnu
860,6372,TEC,CA,MAJENGO,inconnu
861,6373,TEC,CA,MIKENI ISLAM,inconnu
862,6374,TEC,SOCIALE,MUZIZI,inconnu
863,6375,PD,PG,NAMURERA,inconnu
864,6377,TEC,SOCIALE,LYCEE CHEMCHEM,inconnu
865,6378,TEC,SOCIALE,CHEMCHEM,inconnu
866,6380,TEC,CA,UAMINIFU,inconnu
867,6381,SC,BC,FARAJA,inconnu
868,6383,PED,PG,SAYUNI,inconnu
869,6385,TEC,CA,METANOIA,inconnu
870,6386,SC,BC,LYCEE AMANI,inconnu
871,6389,PED,PG,MONT CAEMEL,inconnu
872,6390,PED,PG,MONT  CARMEL,inconnu
873,6392,LIT,LP,MAENDELEO,inconnu
874,6393,LIT,LP,BUNGULU,inconnu
875,6394,LIT,LP,MATANOIA,inconnu
876,6395,PED,PN,UTAMADUNI,inconnu
877,6397,PED,PG,KALUNGU,inconnu
878,6400,SC,MP,MGR KATALIKO,inconnu
879,6405,TEC,CA,MORIA,inconnu
880,6408,PED,PG,BAHATI,inconnu
881,6412,PED,PG,LWANGA,inconnu
882,6414,TEC,CA,HIMBI,inconnu
883,6416,SC,CB,MAMA YETU,inconnu
884,6417,SC,BC,MAJENGO,inconnu
885,6419,TEC,CA,GS KIGALI,inconnu
886,6420,TEC,SECRETARIAT INFORMATIQUE,DIVIN MAITRE,inconnu
887,6421,TEC,SOCIALE,MONT CARMEL,inconnu
888,6422,TECHNIQUE,COM ET ADM,INSTITUT MIKENO,inconnu
889,6424,SC,BC,BAKANJA,inconnu
890,6426,LIT,LP,CS LES AIGLES DE DIEU,inconnu
891,6427,PED,PG,MULO,inconnu
892,6428,PED,PG,FURAHA,inconnu
893,6429,TEC,CA,MWANGA,inconnu
894,6430,PED,PG,LUKPFU,inconnu
895,6432,PED,PG,ST JOSEPH,inconnu
896,6433,PED,PG,NYABUSHONGO,inconnu
897,6434,TEC,NUTRITION,ST MICHEL,inconnu
898,6435,TEC,SOCIALE,KALUNDU,inconnu
899,6436,TEC,SOCIALE,MONT CARMEL,inconnu
900,6437,Pédagogique,Pédagogie Générale,Maendeleo,inconnu
901,6438,Technique,Commerciale Administrative,Isidore Bakanja,inconnu
902,6440,Technique,Sociale,IDAP/ISP BUNIA,inconnu
903,6443,Technique,Sociale,Lycée Kigonze,inconnu
904,6444,Technique,Sociale,Mikeno NC,inconnu
905,6448,SC,BC,FARAJA,inconnu
906,6450,Technique,Nitrution,Lycée Sante Ursule,inconnu
907,6463,SC,MP,MGR KATALIKO,inconnu
908,6464,PED,PG,NYALUKEMBA,inconnu
909,6465,TEC,SOCIALE,MAVUNO,inconnu
910,6466,TEC,CA,FARAJA,inconnu
911,6468,TEC,CA,NURU,inconnu
912,6469,SC,BC,CS LAFONTAINE,inconnu
913,6471,SC,MP,FARAJA,inconnu
914,6472,SC,BC,FARAJA,inconnu
915,6473,SC,BC,METANOIA,inconnu
916,6475,TEC,CA,METANOIA,inconnu
917,6477,TEC,CA,MWANGA,inconnu
918,6479,TEC,CA,METANOIA,inconnu
919,6480,TEC,CA,MWANGA,inconnu
920,6481,TEC,CA,MWANGA,inconnu
921,6483,TEC,SOCIALE,CHEMCHEM,inconnu
922,6486,TEC,CA,DE GOMA,inconnu
923,6487,PED,PG,AUTO,inconnu
924,6488,TEC,MECANIQUE GENERALE,ITIG,inconnu
925,6492,SC,BC,METANOIA,inconnu
926,6493,SC,BC,%ETANOIA,inconnu
927,6494,TEC,CA,MWANGA,inconnu
928,6495,SC,BC,MUKU,inconnu
929,6499,SC,BC,NURU,inconnu
930,6500,PED,PG,KARAMBI,inconnu
931,6506,SC,BC,FARAJA,inconnu
932,6508,LIT,LP,MONT GOMA,inconnu
933,6509,PED,PG,NYANTENDE,inconnu
934,6514,SC,BC,TUPENDANE,inconnu
935,6527,SC,BC,MAMA YETU,inconnu
936,6528,TEC,CA,MAMA YETU,inconnu
937,6529,LIT,LP,MWANGA,inconnu
938,6530,SC,BC,GOMA,inconnu
939,6531,LIT,LP,MWANGA,inconnu
940,6533,LIT,LP,HIMBI,inconnu
941,6534,TEC AGRICOLE,NUTRITION,CHEMCHEM,inconnu
942,6536,TEC AGRICOLE,NUTRITION,CHEMCHEM,inconnu
943,6539,SC,BC,MWANGA,inconnu
944,6540,TEC,ELECTRICITE,ITIG,inconnu
945,6541,TECH,ELCTRICITE INDUSTRIELLE,ITIG,inconnu
946,6543,SC,BC,LYCEE AMANI,inconnu
947,6546,TEC,CA,MGR BYAENE,inconnu
948,6548,SC,BC,TUPENDANE,inconnu
949,6550,SC,BC,MAJENGO,inconnu
950,6551,Scientifique,Biologie Chimie,KITSIMBA,inconnu
951,6552,PED,PG,LUKANGA,inconnu
952,6554,SC,BC,MAMA YETU,inconnu
953,6558,SC,BC,MWANGA,inconnu
954,6559,TEC,SOCIALE,BENI,inconnu
955,6560,TEC,CA,METANOIA,inconnu
956,6561,TEC,CA,MWANGA,inconnu
957,6566,SC,BC,MAMA YETU,inconnu
958,6569,LIT,LP,ZANNER,inconnu
959,6570,PED,PG,BIGLIMANI,inconnu
960,6573,COMMERC,COM INFORMATIQUE,KINYAVUHIRI,inconnu
961,6574,inconnu,BC,ST PATRICK,inconnu
962,6575,PED,PG,BAKANDJA,inconnu
963,6577,TEC,SOCIALE,LWANGA,inconnu
964,6578,SC,BC,BAKADJA,inconnu
965,6582,SC,MP,KITUNDU,inconnu
966,6584,TEC,CA,MWANGA,inconnu
967,6585,TEC AGRICOLE,NUTRITION,KAVAGHENDI,inconnu
968,6586,SC,BC,BAKANDJA,inconnu
969,6589,TEC,SOCIALE,LA VICTOIRE,inconnu
970,6592,LIT,LP,MWANGAZA,inconnu
971,6593,TEC,SOCIALE,KISOLOKELE,inconnu
972,6599,LIT,LP,GS TUMBA,inconnu
973,6600,TEC,CA,KASALI,inconnu
974,6601,PED,PG,CS MAPERA,inconnu
975,6606,PED,PG,AUTO,inconnu
976,6607,PED,PG,METANOIA,inconnu
977,6608,PED,PG,MUTAMBALA,inconnu
978,6609,TEC,SOCIALE,MIKENO NC,inconnu
979,6610,LIT,LP,METANOIA,inconnu
980,6611,TEC,CA,METANOIA,inconnu
981,6612,SC,BC,MWENGA,inconnu
982,6614,LIT,LP,HIMBI,inconnu
983,6619,TEC,ELECTRICITE INDUSTRIELLE,KANYABAYONGA,inconnu
984,6621,SC,MP,KIBABI,inconnu
985,6622,TEC,CA,MORIA,inconnu
986,6624,SC,BC,BUNGULU,inconnu
987,6626,SC,MP,EDAC ISP,inconnu
988,6629,PED,PG,MAENDELEO,inconnu
989,6630,SC,MP,ALFAJIRI,inconnu
