,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
2106,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
2113,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2117,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2128,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2233,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2312,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2329,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2390,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2448,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2478,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2480,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2567,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
2569,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2709,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2759,Technique,commerciale administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2772,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
2784,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2882,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2960,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
2970,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3025,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
3026,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
3070,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3101,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3137,Littéraire,latin philisophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3144,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
3159,Littéraire,latin philisophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3175,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3294,Technique,commerciale et administrative,institut maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3345,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
3398,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
3424,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3426,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
3522,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
3588,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3605,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3634,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3682,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3746,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
3769,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3897,COMMERCIALE,commerciale et administrative,institut maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3920,COMMERCIALE,commerciale et administrative,institut maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
3922,COMMERCIALE,commerciale et administrative,institut maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
4081,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4130,PEDAGOGIE,pedagogie generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
4136,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4140,PEDAGOGIE,pedagogie generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
4191,COMMERCIALE,commerciale et administrative,institut maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
4203,TECHNIQUE,sociale,institut maendeleo,protestant,maendeleo,maendeleo,sociale
4382,COMMERCIALE,commercialen et administraive,institut maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
4507,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4514,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4519,PEDAGOGIE,pedagogie generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
4533,PEDAGOGIE,pedagogie generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
4566,PEDAGOGIE,pedagogie generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
4616,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
4663,LITTERAIRE,latin philo,institut maendeleo,protestant,maendeleo,maendeleo,latin philo
670,SC,bc,bakita,privé,bakita,bakita,bio-chimie
3377,Scientifique,biologie chilie,bakita,privé,bakita,bakita,bio-chimie
3903,SCIENTIFIQUE,bio chimie,institut bakita,privé,bakita,bakita,bio-chimie
1466,PED,pg,rambo,catholique,rambo,rambo,pedagogie
4346,COMMERCIALE,commercialen et administraive,institut irambo,catholique,irambo,rambo,commmerciale et adm
10,PEDAGOGIEQUE,peda generale,institut mont goma,publique,mont goma,ngoma,pedagogie
61,TECHNIQUE,sociale,inst mont goma,publique,mont goma,ngoma,sociale
133,PEDAGOGIEQUE,peda generale,i mont goma,publique,mont goma,ngoma,pedagogie
254,PED,pg,mont goma,publique,mont goma,ngoma,pedagogie
397,PED,pg,lycee umoja,publique,umoja,ngoma,pedagogie
592,LIT,lp,mont goma,publique,mont goma,ngoma,latin philo
599,PED,pg,umoja,publique,umoja,ngoma,pedagogie
614,PED,pg,mont goma,publique,mont goma,ngoma,pedagogie
792,LIT,lp,mont goma,publique,mont goma,ngoma,latin philo
831,LIT,lp,mont goma,publique,mont goma,ngoma,latin philo
932,LIT,lp,mont goma,publique,mont goma,ngoma,latin philo
938,SC,bc,goma,publique,goma,ngoma,bio-chimie
1013,SC,bc,goma,publique,goma,ngoma,bio-chimie
