,IDENTIFICATION,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
7648,10294,2015-2016,,AA,48.0,A,FM,Bio-Méd,G2
7649,10296,2014-2015,,AA,56.2999992371,S,FD,Tronc commun,G1
7650,10296,2015-2016,51.2000007629,A,55.4000015259,S,FD,Tronc commun,G2
7651,10297,2014-2015,59.9000015259,A,63.5,S,FSDC,Tronc commun,G1
7652,10297,2015-2016,,AA,63.0,S,FSDC,Tronc commun,G2
7653,10298,2014-2015,,AA,52.0999984741,A,FD,Tronc commun,G1
7654,10299,2014-2015,,AA,63.2000007629,S,FSDC,Tronc commun,G1
7655,10299,2015-2016,,AA,62.7999992371,S,FSDC,Tronc commun,G2
7656,10300,2014-2015,,AA,56.5999984741,S,FD,Tronc commun,G1
7657,10300,2015-2016,,AA,47.7000007629,A,FD,Tronc commun,G2
7658,10301,2014-2015,69.5999984741,S,,,FD,Tronc commun,G1
7659,10301,2015-2016,65.0,S,,,FD,Tronc commun,G2
7660,10302,2014-2015,,AA,47.5999984741,A,FSEG,Tronc commun,G1
7661,10302,2015-2016,,AA,55.2000007629,S,FSEG,Tronc commun,G1
7662,10303,2014-2015,57.0,S,,,FD,Tronc commun,G1
7663,10303,2015-2016,53.0999984741,A,58.9000015259,S,FD,Tronc commun,G2
7664,10304,2014-2015,65.8000030518,S,,,FSTA,Tronc commun,G0
7665,10304,2015-2016,74.3000030518,D,,,FSTA,Tronc commun,G1
7666,10305,2014-2015,64.4000015259,S,,,FD,Tronc commun,G1
7667,10305,2015-2016,57.5999984741,A,63.0999984741,S,FD,Tronc commun,G2
7668,10306,2014-2015,50.2999992371,A,58.2999992371,S,FSEG,Tronc commun,G1
7669,10306,2015-2016,53.9000015259,A,59.9000015259,S,FSEG,Tronc commun,G2
7670,10307,2014-2015,53.5999984741,A,60.4000015259,S,FSDC,Tronc commun,G1
7671,10307,2015-2016,63.2000007629,A,67.8000030518,S,FSDC,Tronc commun,G2
7672,10308,2014-2015,55.2999992371,A,61.4000015259,S,FSTA,Tronc commun,G0
7673,10308,2015-2016,58.5999984741,A,64.1999969482,S,FSTA,Tronc commun,G1
7674,10309,2014-2015,,AA,50.5999984741,A,FSTA,Tronc commun,G0
7675,10310,2014-2015,,AA,,A,FD,Tronc commun,G1
7676,10311,2014-2015,61.5999984741,S,,,FM,Bio-Méd,G1
7677,10311,2015-2016,61.7999992371,S,,,FM,Bio-Méd,G2
7678,10312,2014-2015,,AA,58.0,S,FSEG,Tronc commun,G1
7679,10314,2014-2015,,AA,41.5999984741,A,FSTA,Tronc commun,G0
7680,10315,2014-2015,61.4000015259,S,,,FSEG,Tronc commun,G1
7681,10316,2014-2015,,AA,58.2000007629,S,FSEG,Tronc commun,G1
7682,10316,2015-2016,60.7000007629,S,,,FSEG,Tronc commun,G2
7683,10317,2014-2015,48.0999984741,A,55.2000007629,S,FSTA,Tronc commun,G0
7684,10317,2015-2016,,AA,59.0,S,FSTA,Tronc commun,G1
7685,10318,2014-2015,,AA,51.9000015259,A,FSEG,Tronc commun,G1
7686,10319,2014-2015,42.7000007629,A,55.0,S,FM,Bio-Méd,G1
7687,10320,2014-2015,55.2000007629,A,59.7999992371,S,FSEG,Tronc commun,G1
7688,10320,2015-2016,64.0,S,,,FSEG,Tronc commun,G2
7689,10322,2014-2015,66.1999969482,S,,,FSDC,Tronc commun,G1
7690,10322,2015-2016,68.9000015259,S,,,FSDC,Tronc commun,G2
7691,10323,2014-2015,60.2000007629,A,64.5,S,FSDC,Tronc commun,G1
7692,10323,2015-2016,61.0999984741,S,,,FSDC,Tronc commun,G2
7693,10324,2014-2015,49.7999992371,A,57.0999984741,S,FM,Bio-Méd,G1
7694,10324,2015-2016,,AA,53.4000015259,A,FM,Bio-Méd,G2
7695,10325,2014-2015,46.7000007629,A,52.7000007629,A,FSTA,Tronc commun,G0
7696,10326,2014-2015,,AA,62.7000007629,S,FSDC,Tronc commun,G1
7697,10327,2014-2015,67.0,S,,,FD,Tronc commun,G1
7698,10328,2014-2015,52.0999984741,A,56.4000015259,S,FD,Tronc commun,G1
7699,10328,2015-2016,48.9000015259,A,56.4000015259,S,FD,Tronc commun,G2
7700,10329,2014-2015,60.5,S,,,FD,Tronc commun,G1
7701,10329,2015-2016,52.4000015259,A,59.0,S,FD,Tronc commun,G2
7702,10330,2014-2015,64.5999984741,S,,,FD,Tronc commun,G1
7703,10330,2015-2016,66.5,S,,,FD,Tronc commun,G2
7704,10331,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7705,10332,2014-2015,,AA,61.9000015259,S,FSTA,Tronc commun,G0
7706,10332,2015-2016,,AA,59.9000015259,S,FSTA,Tronc commun,G1
7707,10333,2014-2015,64.5,S,,,FSTA,Tronc commun,G0
7708,10333,2015-2016,56.9000015259,S,,,FSTA,Tronc commun,G1
7709,10334,2014-2015,,AA,50.5,A,FSTA,Tronc commun,G0
7710,10334,2015-2016,65.9000015259,S,,,FPSE,Psychologie / Psychologie clinique,G1
7711,10335,2014-2015,,AA,,A,FD,Tronc commun,G1
7712,10336,2014-2015,55.0,A,58.2999992371,S,FSTA,Tronc commun,G0
7713,10336,2015-2016,,AA,,AA,FSTA,Tronc commun,G1
7714,10337,2014-2015,,AA,,AA,FSDC,Tronc commun,G1
7715,10338,2014-2015,53.5,A,57.5999984741,S,FD,Tronc commun,G1
7716,10338,2015-2016,52.0,A,60.2999992371,S,FD,Tronc commun,G2
7717,10339,2014-2015,52.5999984741,A,62.2000007629,S,FSTA,Tronc commun,G0
7718,10339,2015-2016,59.7999992371,S,,,FSTA,Tronc commun,G1
7719,10340,2014-2015,57.2000007629,A,63.5,S,FSTA,Tronc commun,G0
7720,10340,2015-2016,,AA,60.7000007629,S,FSTA,Tronc commun,G1
7721,10341,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7722,10342,2014-2015,51.4000015259,A,60.7000007629,S,FPSE,Sciences de l'Éducation,G1
7723,10342,2015-2016,,AA,64.5,S,FPSE,Sciences de l'Éducation,G2
7724,10343,2014-2015,62.4000015259,S,,,FSDC,Tronc commun,G1
7725,10343,2015-2016,67.3000030518,S,,,FSDC,Tronc commun,G2
7726,10344,2014-2015,,AA,54.5,S,FSEG,Tronc commun,G1
7727,10344,2015-2016,44.0,A,52.0,A,FSEG,Tronc commun,G2
7728,10345,2014-2015,,AA,58.0,S,FSTA,Tronc commun,G0
7729,10345,2015-2016,,AA,55.0999984741,S,FSTA,Tronc commun,G1
7730,10346,2014-2015,,AA,65.9000015259,S,FSEG,Tronc commun,G1
7731,10346,2015-2016,57.5,S,,,FSEG,Tronc commun,G2
7732,10347,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7733,10348,2014-2015,,AA,49.7999992371,A,FSTA,Tronc commun,G0
7734,10348,2015-2016,,AA,62.4000015259,S,FSTA,Tronc commun,G0
7735,10349,2014-2015,53.7000007629,A,62.7999992371,S,FSTA,Tronc commun,G0
7736,10349,2015-2016,,AA,58.5,S,FSTA,Tronc commun,G1
7737,10350,2014-2015,47.2999992371,A,53.4000015259,A,FSTA,Tronc commun,G0
7738,10351,2014-2015,,AA,58.9000015259,S,FSEG,Tronc commun,G1
7739,10352,2014-2015,,AA,61.5,S,FD,Tronc commun,G1
7740,10352,2015-2016,57.5999984741,S,,,FD,Tronc commun,G2
7741,10353,2014-2015,,AA,,A,FSEG,Tronc commun,G1
7742,10354,2014-2015,,AA,62.9000015259,S,FSEG,Tronc commun,G1
7743,10355,2014-2015,,AA,,AA,FSDC,Tronc commun,G1
7744,10356,2014-2015,56.9000015259,A,63.2000007629,S,FM,Bio-Méd,G1
7745,10356,2015-2016,62.0999984741,S,,,FM,Bio-Méd,G2
7746,10357,2014-2015,54.7000007629,A,59.5999984741,S,FSDC,Tronc commun,G1
7747,10357,2015-2016,,AA,61.2999992371,S,FSDC,Tronc commun,G2
7748,10358,2014-2015,54.5,A,60.2000007629,S,FSTA,Tronc commun,G0
7749,10358,2015-2016,51.0,A,54.5,S,FSTA,Tronc commun,G1
7750,10359,2014-2015,68.9000015259,S,,,FSTA,Tronc commun,G0
7751,10359,2015-2016,67.3000030518,S,,,FSTA,Tronc commun,G1
7752,10360,2014-2015,69.0999984741,S,,,FD,Tronc commun,G1
7753,10360,2015-2016,59.7000007629,S,,,FD,Tronc commun,G2
7754,10361,2014-2015,68.9000015259,S,,,FD,Tronc commun,G1
7755,10361,2015-2016,68.1999969482,S,,,FD,Tronc commun,G2
7756,10362,2014-2015,45.5,A,53.5,S,FD,Tronc commun,G1
7757,10362,2015-2016,,AA,,NAF,FD,Tronc commun,G2
7758,10364,2014-2015,,AA,58.5999984741,S,FSDC,Tronc commun,G1
7759,10364,2015-2016,,AA,66.1999969482,S,FSDC,Tronc commun,G2
7760,10365,2014-2015,,AA,61.9000015259,S,FSEG,Tronc commun,G1
7761,10365,2015-2016,,AA,54.0999984741,S,FSEG,Tronc commun,G2
7762,10367,2014-2015,,AA,54.2999992371,A,FSDC,Tronc commun,G1
7763,10367,2015-2016,,AA,,NAF,FD,Tronc commun,G1
7764,10368,2014-2015,43.9000015259,A,53.5,S,FSTA,Tronc commun,G0
7765,10368,2015-2016,,AA,51.4000015259,A,FSTA,Tronc commun,G1
7766,10369,2014-2015,,AA,64.6999969482,S,FSTA,Tronc commun,G0
7767,10369,2015-2016,65.0,S,,,FSTA,Tronc commun,G1
7768,10370,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7769,10371,2014-2015,63.7999992371,A,69.8000030518,S,FM,Bio-Méd,G1
7770,10371,2015-2016,62.0,S,,,FM,Bio-Méd,G2
7771,10372,2014-2015,65.9000015259,S,,,FSDC,Tronc commun,L0
7772,10372,2015-2016,,A,64.0,S,FSDC,Gestion et Administration des Projets de Santé,L1
7773,10373,2014-2015,,AA,,AA,FPSE,Sciences de l'Éducation,G1
7774,10374,2014-2015,73.3000030518,D,,,FSTA,Tronc commun,G0
7775,10374,2015-2016,71.6999969482,D,,,FSTA,Tronc commun,G1
7776,10375,2014-2015,58.0999984741,S,,,FD,Tronc commun,G1
7777,10375,2015-2016,47.5999984741,A,60.2000007629,S,FD,Tronc commun,G2
7778,10376,2014-2015,,AA,55.5,S,FSEG,Tronc commun,G1
7779,10376,2015-2016,,AA,53.0999984741,A,FSEG,Tronc commun,G2
7780,10377,2014-2015,60.2999992371,S,,,FM,Bio-Méd,G1
7781,10377,2015-2016,,AA,57.5999984741,S,FM,Bio-Méd,G2
7782,10378,2014-2015,54.7999992371,A,60.2000007629,S,FM,Bio-Méd,G1
7783,10378,2015-2016,58.2000007629,S,,,FM,Bio-Méd,G2
7784,10379,2014-2015,52.5999984741,A,57.4000015259,S,FM,Bio-Méd,G1
7785,10379,2015-2016,51.5999984741,A,55.0,S,FM,Bio-Méd,G2
7786,10380,2014-2015,51.2999992371,A,56.5,S,FD,Tronc commun,G1
7787,10380,2015-2016,,AA,53.5999984741,S,FD,Tronc commun,G2
7788,10381,2014-2015,,AA,64.1999969482,S,FSTA,Tronc commun,G0
7789,10381,2015-2016,61.7000007629,S,,,FSTA,Tronc commun,G1
7790,10382,2014-2015,61.4000015259,S,,,FD,Tronc commun,G1
7791,10382,2015-2016,55.2000007629,A,61.7999992371,S,FD,Tronc commun,G2
7792,10383,2014-2015,55.5,A,60.7000007629,S,FSTA,Tronc commun,G0
7793,10383,2015-2016,,AA,,AA,FSTA,Tronc commun,G1
7794,10384,2014-2015,,AA,62.0999984741,S,FM,Bio-Méd,G1
7795,10384,2015-2016,,AA,56.2000007629,S,FM,Bio-Méd,G2
7796,10385,2014-2015,,AA,62.0,S,FSEG,Tronc commun,G1
7797,10385,2015-2016,,AA,67.4000015259,S,FSEG,Tronc commun,G2
7798,10386,2014-2015,,AA,55.4000015259,S,FD,Tronc commun,G1
7799,10386,2015-2016,54.5,A,60.5999984741,S,FD,Tronc commun,G2
7800,10388,2014-2015,72.0999984741,D,,,FSTA,Tronc commun,G0
7801,10388,2015-2016,76.1999969482,D,,,FSTA,Tronc commun,G1
7802,10389,2014-2015,,AA,,A,FD,Tronc commun,G1
7803,10390,2014-2015,,AA,50.7999992371,A,FSEG,Tronc commun,G1
7804,10392,2014-2015,,AA,72.1999969482,D,FSDC,Tronc commun,G1
7805,10392,2015-2016,71.5,D,,,FSDC,Tronc commun,G2
7806,10393,2014-2015,45.9000015259,A,52.2000007629,A,FT,Tronc commun,G1
7807,10393,2015-2016,,AA,,NAF,FT,Tronc commun,G1
7808,10394,2014-2015,50.7999992371,A,59.5999984741,S,FSTA,Tronc commun,G0
7809,10394,2015-2016,63.7000007629,S,,,FSTA,Tronc commun,G1
7810,10395,2014-2015,56.7000007629,A,63.9000015259,S,FM,Bio-Méd,G1
7811,10395,2015-2016,56.9000015259,A,60.0,S,FM,Bio-Méd,G2
7812,10396,2014-2015,65.5999984741,S,,,FPSE,Sciences de l'Éducation,G1
7813,10396,2015-2016,70.3000030518,D,,,FPSE,Sciences de l'Éducation,G2
7814,10397,2014-2015,,AA,56.5,S,FSEG,Tronc commun,G1
7815,10399,2014-2015,51.7000007629,A,58.0999984741,S,FPSE,Sciences de l'Éducation,G1
7816,10399,2015-2016,57.0999984741,A,60.0999984741,S,FPSE,Sciences de l'Éducation,G2
7817,10400,2014-2015,53.5,A,59.5999984741,S,FSTA,Tronc commun,G0
7818,10400,2015-2016,,AA,60.2999992371,S,FSTA,Tronc commun,G1
7819,10401,2014-2015,,AA,65.8000030518,S,FD,Tronc commun,G1
7820,10401,2015-2016,55.5999984741,A,63.2000007629,S,FD,Tronc commun,G2
7821,10402,2014-2015,,AA,,A,FSEG,Tronc commun,G1
7822,10403,2014-2015,47.5999984741,A,51.2000007629,A,FSTA,Tronc commun,G0
7823,10404,2014-2015,,AA,54.4000015259,S,FD,Tronc commun,G1
7824,10404,2015-2016,,AA,55.0999984741,S,FD,Tronc commun,G2
7825,10405,2014-2015,,AA,51.7000007629,A,FSEG,Gestion des Entreprises,L1
7826,10405,2015-2016,51.2000007629,A,59.0,S,FSEG,Gestion des Entreprises,L1
7827,10406,2014-2015,,AA,63.5999984741,S,FSDC,Tronc commun,G1
7828,10406,2015-2016,61.2999992371,S,,,FSDC,Tronc commun,G2
7829,10407,2014-2015,55.9000015259,A,61.7999992371,S,FM,Bio-Méd,G1
7830,10407,2015-2016,,AA,53.4000015259,A,FM,Bio-Méd,G2
7831,10408,2014-2015,57.2999992371,A,61.2999992371,S,FSEG,Tronc commun,G1
7832,10408,2015-2016,54.7000007629,A,61.5999984741,S,FSEG,Tronc commun,G2
7833,10409,2014-2015,,AA,57.0999984741,S,FM,Bio-Méd,G1
7834,10409,2015-2016,,AA,,A,FM,Bio-Méd,G2
7835,10410,2014-2015,,AA,,A,FD,Tronc commun,G1
7836,10411,2014-2015,,AA,,AA,FM,Bio-Méd,G1
7837,10412,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7838,10413,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7839,10414,2014-2015,51.5999984741,A,60.0,S,FSTA,Tronc commun,G0
7840,10414,2015-2016,58.2000007629,S,,,FSTA,Tronc commun,G1
7841,10415,2014-2015,54.7000007629,A,62.5999984741,S,FM,Bio-Méd,G1
7842,10415,2015-2016,,AA,57.0999984741,S,FM,Bio-Méd,G2
7843,10416,2014-2015,63.2999992371,S,,,FM,Bio-Méd,G1
7844,10416,2015-2016,69.3000030518,S,,,FM,Bio-Méd,G2
7845,10417,2014-2015,,AA,53.9000015259,S,FSEG,Tronc commun,G1
7846,10417,2015-2016,,AA,53.0,S,FSEG,Tronc commun,G2
7847,10418,2014-2015,,AA,,A,FSEG,Tronc commun,G1
7848,10419,2014-2015,,AA,62.9000015259,S,FSEG,Tronc commun,G1
7849,10419,2015-2016,56.9000015259,S,,,FSEG,Tronc commun,G2
7850,10420,2014-2015,,AA,44.2000007629,A,FSEG,Tronc commun,G1
7851,10420,2015-2016,,AA,,A,FSEG,Tronc commun,G1
7852,10421,2014-2015,,AA,,AA,FM,Bio-Méd,G1
7853,10422,2014-2015,54.7999992371,A,59.0,S,FSTA,Tronc commun,G0
7854,10422,2015-2016,56.2999992371,S,,,FSTA,Tronc commun,G1
7855,10423,2014-2015,,AA,55.2999992371,S,FSTA,Tronc commun,G0
7856,10424,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7857,10425,2014-2015,,AA,56.4000015259,S,FSEG,Tronc commun,G1
7858,10426,2014-2015,,AA,55.7999992371,S,FD,Tronc commun,G1
7859,10426,2015-2016,,AA,52.0999984741,S,FD,Tronc commun,G2
7860,10427,2014-2015,,AA,,A,FD,Tronc commun,G1
7861,10428,2014-2015,,AA,50.7000007629,A,FSTA,Tronc commun,G0
7862,10428,2015-2016,,AA,54.0,S,FSTA,Tronc commun,G0
7863,10429,2014-2015,,AA,52.2999992371,S,FSEG,Tronc commun,G1
7864,10430,2014-2015,58.4000015259,A,65.3000030518,S,FSTA,Tronc commun,G0
7865,10430,2015-2016,60.2000007629,A,68.5999984741,S,FSTA,Tronc commun,G1
7866,10431,2014-2015,54.5,A,58.9000015259,S,FD,Tronc commun,G1
7867,10431,2015-2016,49.4000015259,A,56.2000007629,S,FD,Tronc commun,G2
7868,10432,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7869,10433,2014-2015,54.2000007629,A,59.9000015259,S,FSTA,Tronc commun,G0
7870,10433,2015-2016,56.7999992371,S,,,FSTA,Tronc commun,G1
7871,10434,2014-2015,56.2000007629,S,,,FPSE,Psychologie / Psychologie clinique,G2
7872,10434,2015-2016,63.2000007629,S,,,FPSE,Psychologie / Psychologie clinique,G3
7873,10435,2014-2015,63.7000007629,S,,,FSDC,Tronc commun,G1
7874,10435,2015-2016,,AA,60.4000015259,S,FSDC,Tronc commun,G2
7875,10436,2014-2015,53.9000015259,A,55.5,S,FSEG,Tronc commun,G1
7876,10436,2015-2016,45.2999992371,A,55.0,S,FSEG,Tronc commun,G2
7877,10437,2014-2015,60.9000015259,S,,,FM,Bio-Méd,G1
7878,10437,2015-2016,60.5999984741,S,,,FM,Bio-Méd,G2
7879,10438,2014-2015,47.2999992371,A,53.0,S,FD,Tronc commun,G1
7880,10440,2014-2015,,AA,,AA,FPSE,Sciences de l'Éducation,G1
7881,10441,2014-2015,,AA,58.2000007629,S,FSDC,Tronc commun,G1
7882,10441,2015-2016,,A,62.7000007629,S,FSDC,Tronc commun,G2
7883,10442,2014-2015,,AA,57.0,S,FPSE,Sciences de l'Éducation,G1
7884,10442,2015-2016,,AA,55.5,S,FPSE,Psychologie / Psychologie clinique,G2
7885,10443,2014-2015,50.7999992371,A,51.2999992371,A,FSEG,Tronc commun,G1
7886,10444,2014-2015,,AA,,A,FSEG,Économie Monétaire,L1
7887,10445,2014-2015,50.7000007629,A,58.4000015259,S,FSTA,Tronc commun,G1
7888,10445,2015-2016,,AA,56.5,S,FSTA,Génie Civil,G2
7889,10446,2014-2015,,AA,57.0999984741,S,FPSE,Psychologie / Psychologie clinique,G1
7890,10446,2015-2016,,AA,60.7999992371,S,FPSE,Psychologie / Psychologie clinique,G2
7891,10447,2014-2015,63.5999984741,S,,,FSDC,Tronc commun,G1
7892,10447,2015-2016,,AA,65.9000015259,S,FSDC,Tronc commun,G2
7893,10448,2014-2015,65.4000015259,S,,,FSTA,Tronc commun,G0
7894,10449,2014-2015,,AA,54.0,S,FSTA,Tronc commun,G0
7895,10449,2015-2016,,AA,58.5,S,FSTA,Tronc commun,G1
7896,10450,2014-2015,66.0,S,,,FD,Tronc commun,G1
7897,10450,2015-2016,57.7000007629,A,64.1999969482,S,FD,Tronc commun,G2
7898,10451,2014-2015,,AA,,A,FSEG,Tronc commun,G1
7899,10452,2014-2015,,AA,61.2000007629,S,FSTA,Tronc commun,G0
7900,10452,2015-2016,,AA,62.0999984741,S,FSTA,Tronc commun,G1
7901,10454,2014-2015,57.4000015259,A,58.4000015259,S,FD,Tronc commun,G1
7902,10454,2015-2016,,AA,55.0,S,FD,Tronc commun,G2
7903,10455,2014-2015,,AA,61.0,S,FM,Bio-Méd,G1
7904,10455,2015-2016,,AA,54.4000015259,S,FM,Bio-Méd,G2
7905,10456,2014-2015,43.2999992371,A,47.9000015259,A,FSEG,Tronc commun,G1
7906,10456,2015-2016,52.0,A,55.4000015259,S,FSEG,Tronc commun,G1
7907,10457,2014-2015,42.0,A,46.5,A,FSTA,Tronc commun,G0
7908,10457,2015-2016,57.0,A,60.7000007629,S,FSEG,Tronc commun,G1
7909,10458,2014-2015,,AA,63.5,S,FSEG,Tronc commun,G1
7910,10458,2015-2016,,AA,60.5999984741,S,FSEG,Tronc commun,G2
7911,10459,2014-2015,,AA,53.0,S,FSEG,Tronc commun,G1
7912,10459,2015-2016,,AA,50.5,A,FSEG,Tronc commun,G2
7913,10460,2014-2015,,AA,51.0,A,FSEG,Tronc commun,G1
7914,10461,2014-2015,54.2000007629,A,60.7999992371,S,FM,Bio-Méd,G1
7915,10461,2015-2016,,AA,55.9000015259,S,FM,Bio-Méd,G2
7916,10462,2014-2015,47.2999992371,A,58.9000015259,S,FSEG,Tronc commun,G1
7917,10462,2015-2016,51.0999984741,A,57.0,S,FSEG,Tronc commun,G2
7918,10463,2014-2015,,AA,55.5999984741,S,FSTA,Tronc commun,G0
7919,10464,2014-2015,,AA,53.5999984741,S,FSEG,Tronc commun,G1
7920,10464,2015-2016,,AA,54.0,S,FSEG,Tronc commun,G2
7921,10465,2014-2015,59.5999984741,A,63.9000015259,S,FM,Bio-Méd,G1
7922,10465,2015-2016,,AA,61.0999984741,S,FM,Bio-Méd,G2
7923,10466,2014-2015,46.5999984741,A,54.5,S,FPSE,Psychologie / Psychologie clinique,G1
7924,10466,2015-2016,51.4000015259,A,57.4000015259,S,FPSE,Psychologie / Psychologie clinique,G2
7925,10467,2014-2015,,AA,50.2999992371,A,FSEG,Tronc commun,G1
7926,10467,2015-2016,61.4000015259,S,,,FSEG,Tronc commun,G1
7927,10468,2014-2015,58.0999984741,A,60.0999984741,S,FD,Tronc commun,G1
7928,10468,2015-2016,,AA,55.5999984741,S,FD,Tronc commun,G2
7929,10469,2014-2015,,AA,,A,FD,Tronc commun,G1
7930,10470,2014-2015,59.0,S,,,FPSE,Sciences de l'Éducation,G1
7931,10470,2015-2016,,AA,59.0,S,FPSE,Sciences de l'Éducation,G2
7932,10471,2014-2015,66.4000015259,S,,,FD,Tronc commun,G1
7933,10471,2015-2016,61.7999992371,S,,,FD,Tronc commun,G2
7934,10472,2014-2015,54.7000007629,A,57.5,S,FD,Tronc commun,G1
7935,10472,2015-2016,,AA,57.5,S,FD,Tronc commun,G2
7936,10473,2014-2015,,AA,,A,FD,Tronc commun,G1
7937,10475,2014-2015,,AA,54.7999992371,S,FD,Tronc commun,G1
7938,10475,2015-2016,,AA,50.4000015259,A,FD,Tronc commun,G2
7939,10476,2014-2015,,AA,46.7999992371,A,FSEG,Tronc commun,G1
7940,10476,2015-2016,,A,57.4000015259,S,FSDC,Tronc commun,G1
7941,10477,2014-2015,,AA,,AA,FSTA,Tronc commun,G0
7942,10478,2014-2015,52.9000015259,A,55.9000015259,S,FD,Tronc commun,G1
7943,10478,2015-2016,49.9000015259,A,56.0,S,FD,Tronc commun,G2
7944,10479,2014-2015,57.7999992371,A,61.0999984741,S,FSDC,Tronc commun,G1
7945,10479,2015-2016,,A,64.5,S,FSDC,Tronc commun,G2
7946,10480,2014-2015,,AA,64.3000030518,S,FD,Tronc commun,G2
7947,10480,2015-2016,,ADSTFC,67.5999984741,S,FD,Droit Économique et Social,G3
7948,10481,2014-2015,53.0999984741,A,60.0999984741,S,FM,Bio-Méd,G1
7949,10481,2015-2016,54.0999984741,A,58.2000007629,S,FM,Bio-Méd,G2
7950,10482,2014-2015,,AA,,AA,FPSE,Psychologie / Psychologie clinique,G1
7951,10483,2014-2015,,AA,,AA,FSDC,Tronc commun,G1
7952,10484,2014-2015,64.1999969482,S,,,FSTA,Tronc commun,G0
7953,10484,2015-2016,72.6999969482,D,,,FSTA,Tronc commun,G1
7954,10485,2014-2015,,AA,61.7000007629,S,FT,Tronc commun,G1
7955,10485,2015-2016,,AA,61.4000015259,S,FT,Tronc commun,G2
7956,10486,2014-2015,,AA,61.9000015259,S,FPSE,Psychologie / Psychologie clinique,G1
7957,10486,2015-2016,,AA,60.5999984741,S,FPSE,Psychologie / Psychologie clinique,G2
7958,10488,2014-2015,,AA,58.2999992371,S,FSTA,Tronc commun,G0
7959,10488,2015-2016,,AA,,A,FSTA,Tronc commun,G1
7960,10489,2014-2015,65.5,S,,,FSTA,Tronc commun,G0
7961,10489,2015-2016,56.4000015259,S,,,FSTA,Tronc commun,G1
7962,10490,2014-2015,59.7999992371,S,,,FSTA,Tronc commun,G0
7963,10490,2015-2016,54.7999992371,A,63.7999992371,S,FSTA,Tronc commun,G1
7964,10491,2014-2015,52.7999992371,A,58.7000007629,S,FSTA,Tronc commun,G0
7965,10491,2015-2016,58.0999984741,S,,,FSTA,Tronc commun,G1
7966,10492,2014-2015,,AA,57.0999984741,S,FSEG,Économie Monétaire,L1
7967,10492,2015-2016,,AA,53.4000015259,S,FSEG,Économie Monétaire,L2
7968,10493,2014-2015,47.7000007629,A,54.7999992371,S,FD,Tronc commun,G1
7969,10493,2015-2016,46.7999992371,A,56.0,S,FD,Tronc commun,G2
7970,10494,2014-2015,,AA,49.9000015259,A,FSEG,Tronc commun,G1
7971,10495,2014-2015,,AA,43.5,A,FSEG,Tronc commun,G1
7972,10496,2014-2015,,AA,61.7999992371,S,FSDC,Tronc commun,G1
7973,10496,2015-2016,,AA,65.3000030518,S,FSDC,Tronc commun,G2
7974,10497,2014-2015,60.0,S,,,FM,Bio-Méd,G1
7975,10497,2015-2016,58.7000007629,S,,,FM,Bio-Méd,G2
7976,10498,2014-2015,67.1999969482,S,,,FM,Bio-Méd,G1
7977,10498,2015-2016,69.1999969482,S,,,FM,Bio-Méd,G2
7978,10499,2014-2015,47.9000015259,A,57.7000007629,S,FSTA,Tronc commun,G0
7979,10499,2015-2016,,AA,56.5,S,FSTA,Tronc commun,G1
7980,10500,2014-2015,,AA,,AA,FM,Bio-Méd,G1
7981,10501,2014-2015,57.0999984741,S,,,FM,Bio-Méd,G1
7982,10501,2015-2016,54.4000015259,S,,,FM,Bio-Méd,G2
7983,10502,2014-2015,53.7999992371,A,58.4000015259,S,FSTA,Tronc commun,G0
7984,10502,2015-2016,52.7999992371,A,54.4000015259,S,FSTA,Tronc commun,G1
7985,10503,2014-2015,,AA,,A,FSEG,Tronc commun,G1
7986,10504,2014-2015,,AA,,A,FSEG,Tronc commun,G1
7987,10505,2014-2015,48.0,A,54.9000015259,S,FSEG,Tronc commun,G1
7988,10505,2015-2016,,AA,55.0999984741,S,FSEG,Tronc commun,G2
7989,10506,2014-2015,54.7999992371,A,59.4000015259,S,FSEG,Tronc commun,G1
7990,10506,2015-2016,47.4000015259,A,56.7000007629,S,FSEG,Tronc commun,G2
7991,10507,2014-2015,,AA,64.5999984741,S,FSTA,Tronc commun,G0
7992,10507,2015-2016,54.9000015259,A,56.2999992371,S,FSTA,Tronc commun,G1
7993,10508,2014-2015,,AA,,A,FD,Tronc commun,G1
7994,10509,2014-2015,62.0,S,,,FD,Tronc commun,G1
7995,10509,2015-2016,63.2000007629,S,,,FD,Tronc commun,G2
7996,10510,2014-2015,,AA,53.2000007629,A,FM,Bio-Méd,G1
7997,10511,2014-2015,,AA,50.2000007629,A,FSEG,Tronc commun,G1
7998,10511,2015-2016,,AA,58.9000015259,S,FSEG,Tronc commun,G1
7999,10512,2014-2015,58.2000007629,A,62.5999984741,S,FM,Bio-Méd,G1
8000,10512,2015-2016,55.0,A,57.0999984741,S,FM,Bio-Méd,G2
